Nom vernaculaire,Scientific name,Famille,Statut de reproducteur,Unnamed: 4,rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license,Status,No.,No. Back
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2017-08-05,Not specified,58.0,XC384539.mp3,Not specified,House Sparrow,Not specified,XC384539 House Sparrow (Passer domesticus),[],no,Passer domesticus," Achaia (near  Taxiarches), Western Greece, Peloponnisos Dytiki Ellada ke Ionio",38.1602,44100 (Hz),"call, song",10 m,,320000 (bps),mp3,level,,384539.0,https://www.xeno-canto.org/384539,Greece,Joost van Bruggen,Passer domesticus_House Sparrow,21.4076,Not specified,05:54,Joost van Bruggen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,1 (mono),2015-06-12,Not specified,10.0,XC385838.mp3,Not specified,House Sparrow,Not specified,XC385838 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Stony Creek Metropark, Macomb County, Michigan",42.7335,44100 (Hz),call,240 m,"Editing: High-pass filter, cutoff frequency 1kHz, some amplification.

Equipment: Olympus WS-822 digital recorder with Audio-technica ATR 6550 shotgun.",192000 (bps),mp3,Not specified,,385838.0,https://www.xeno-canto.org/385838,United States,Antonio Xeira,Passer domesticus_House Sparrow,-83.0753,Not specified,09:00,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2017-10-22,Not specified,18.0,XC390512.mp3,Not specified,House Sparrow,Not specified,XC390512 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Umeå stad, Västerbottens län",63.8313,48000 (Hz),call,10 m,,294793 (bps),mp3,Not specified,,390512.0,https://www.xeno-canto.org/390512,Sweden,Lars Edenius,Passer domesticus_House Sparrow,20.2607,Not specified,09:30,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,1 (mono),2014-04-21,Not specified,13.0,XC392772.mp3,Not specified,House Sparrow,Not specified,XC392772 House Sparrow (Passer domesticus),[],no,Passer domesticus," Almere, Almere, Flevoland",52.417,44100 (Hz),call,0 m,According to sound most probably male,128000 (bps),mp3,Not specified,,392772.0,https://www.xeno-canto.org/392772,Netherlands,Frank Roos,Passer domesticus_House Sparrow,5.2215,Not specified,14:51,Frank Roos,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,1 (mono),2016-01-08,Not specified,13.0,XC392775.mp3,Not specified,House Sparrow,Not specified,XC392775 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Oud Zuilen, Maarssen, Utrecht",52.133,44100 (Hz),call,0 m,Indivuals from this colony twittering,128000 (bps),mp3,Not specified,,392775.0,https://www.xeno-canto.org/392775,Netherlands,Frank Roos,Passer domesticus_House Sparrow,5.064,Not specified,14:00,Frank Roos,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2017-04-18,Not specified,50.0,XC405192.mp3,Not specified,House Sparrow,Not specified,XC405192 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Khar Turan National Park (near Biy?rjomand), Shahrud, Semnan",36.7078,48000 (Hz),song,1100 m,,320000 (bps),mp3,Not specified,,405192.0,https://www.xeno-canto.org/405192,Iran,Patrik Åberg,Passer domesticus_House Sparrow,55.669,Not specified,05:57,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2017-04-08,Not specified,64.0,XC405237.mp3,Not specified,House Sparrow,Not specified,XC405237 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Arzanjan, Tashk, Fars Province",29.8303,48000 (Hz),song,1600 m,,320000 (bps),mp3,Not specified,,405237.0,https://www.xeno-canto.org/405237,Iran,Patrik Åberg,Passer domesticus_House Sparrow,53.5961,Not specified,08:29,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2017-04-17,Not specified,24.0,XC405292.mp3,Not specified,House Sparrow,Not specified,XC405292 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Babolsar, Mazandaran Province",36.7049,48000 (Hz),song,-20 m,,320000 (bps),mp3,Not specified,,405292.0,https://www.xeno-canto.org/405292,Iran,Patrik Åberg,Passer domesticus_House Sparrow,52.6547,Not specified,06:51,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2017-04-17,Not specified,83.0,XC405293.mp3,Not specified,House Sparrow,Not specified,XC405293 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Babolsar, Mazandaran Province",36.7049,48000 (Hz),song,-20 m,,320000 (bps),mp3,Not specified,,405293.0,https://www.xeno-canto.org/405293,Iran,Patrik Åberg,Passer domesticus_House Sparrow,52.6547,Not specified,06:53,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2018-04-28,Not specified,51.0,XC414547.mp3,Not specified,House Sparrow,Not specified,XC414547 House Sparrow (Passer domesticus),[],no,Passer domesticus," Córdoba, Córdoba, Andalucía",37.8891,44100 (Hz),"male, song",110 m,Grabado en la azotea de mi bloque de pisos. Vivo cerca de una zona ajardinada y a menudo diversas aves utilizan la azotea como cantadero. El patio hace caja de resonancia ayudándome a realizar buenas grabaciones.,320000 (bps),mp3,Not specified,,414547.0,https://www.xeno-canto.org/414547,Spain,Esperanza Poveda,Passer domesticus_House Sparrow,-4.7732,Not specified,?,Esperanza Poveda,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2018-04-28,Not specified,51.0,XC414548.mp3,Not specified,House Sparrow,Not specified,XC414548 House Sparrow (Passer domesticus),[],no,Passer domesticus," Córdoba, Córdoba, Andalucía",37.8891,44100 (Hz),"male, song",110 m,Grabado en la azotea de mi bloque de pisos. Vivo cerca de una zona ajardinada y a menudo diversas aves utilizan la azotea como cantadero. El patio hace caja de resonancia ayudándome a realizar buenas grabaciones.,320000 (bps),mp3,Not specified,,414548.0,https://www.xeno-canto.org/414548,Spain,Esperanza Poveda,Passer domesticus_House Sparrow,-4.7732,Not specified,?,Esperanza Poveda,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2018-05-29,level,26.0,XC417551.mp3,level,House Sparrow,>20,XC417551 House Sparrow (Passer domesticus),[],no,Passer domesticus, Lomas de Bezares Miguel Hidalgo Mexico city,19.391,44100 (Hz),"call, male",2500 m,"Wildtronics mono amplified 
Tascam DR05
Audacity normalized -2 db y Aufilter",320000 (bps),mp3,level,,417551.0,https://www.xeno-canto.org/417551,Mexico,Manuel Grosselet,Passer domesticus_House Sparrow,-99.2439,0-3(s),19:30,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,1 (mono),2018-07-11,level,27.0,XC428537.mp3,level,House Sparrow,4-6,XC428537 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Porto Franco, Maranhão",-6.3474,44100 (Hz),song,170 m,,192000 (bps),mp3,level,,428537.0,https://www.xeno-canto.org/428537,Brazil,JAYRSON ARAUJO DE OLIVEIRA,Passer domesticus_House Sparrow,-47.3895,>10(s),6:43,JAYRSON ARAUJO DE OLIVEIRA,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2018-08-11,Not specified,39.0,XC430463.mp3,Not specified,House Sparrow,Not specified,XC430463 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Maarssen, Maarssen, Utrecht",52.1331,44100 (Hz),call,0 m,,128000 (bps),mp3,Not specified,,430463.0,https://www.xeno-canto.org/430463,Netherlands,Frank Roos,Passer domesticus_House Sparrow,5.0489,Not specified,14:00,Frank Roos,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2018-06-02,Not specified,86.0,XC430943.mp3,Not specified,House Sparrow,Not specified,XC430943 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Noyabrsk, Gorod Noyabr'sk, Yamalo-Nenetskiy",63.1848,44100 (Hz),"call, song",110 m,,192000 (bps),mp3,Not specified,,430943.0,https://www.xeno-canto.org/430943,Russian Federation,Albert Lastukhin,Passer domesticus_House Sparrow,75.4386,Not specified,06:00,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2018-06-02,Not specified,157.0,XC430944.mp3,Not specified,House Sparrow,Not specified,XC430944 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Noyabrsk, Gorod Noyabr'sk, Yamalo-Nenetskiy",63.1848,44100 (Hz),"call, song",110 m,,192000 (bps),mp3,Not specified,,430944.0,https://www.xeno-canto.org/430944,Russian Federation,Albert Lastukhin,Passer domesticus_House Sparrow,75.4386,Not specified,06:00,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2018-06-02,Not specified,64.0,XC430945.mp3,Not specified,House Sparrow,Not specified,XC430945 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Noyabrsk, Gorod Noyabr'sk, Yamalo-Nenetskiy",63.1848,44100 (Hz),"call, song",110 m,,192000 (bps),mp3,Not specified,,430945.0,https://www.xeno-canto.org/430945,Russian Federation,Albert Lastukhin,Passer domesticus_House Sparrow,75.4386,Not specified,06:00,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2018-06-12,Not specified,57.0,XC431685.mp3,Not specified,House Sparrow,Not specified,XC431685 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Noyabrsk, Gorod Noyabr'sk, Yamalo-Nenetskiy",63.1838,44100 (Hz),"call, song",110 m,,192000 (bps),mp3,Not specified,,431685.0,https://www.xeno-canto.org/431685,Russian Federation,Albert Lastukhin,Passer domesticus_House Sparrow,75.4373,Not specified,05:30,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2018-07-15,Not specified,35.0,XC436230.mp3,Not specified,House Sparrow,Not specified,XC436230 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Auroux, Lozère, Occitanie",44.7632,44100 (Hz),call,1100 m,,128000 (bps),mp3,Not specified,,436230.0,https://www.xeno-canto.org/436230,France,Vincent Pourchaire,Passer domesticus_House Sparrow,3.6971,Not specified,07:30,Vincent Pourchaire,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2018-06-10,Not specified,76.0,XC438428.mp3,Not specified,House Sparrow,Not specified,XC438428 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Poitiers, Vienne, Nouvelle-Aquitaine",46.5763,48000 (Hz),song,110 m,,128000 (bps),mp3,Not specified,,438428.0,https://www.xeno-canto.org/438428,France,Jack Berteau,Passer domesticus_House Sparrow,0.3222,Not specified,10:30,Jack Berteau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2018-11-01,Not specified,43.0,XC441749.mp3,Not specified,House Sparrow,Not specified,XC441749 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Inishbofin, Galway, County Galway",53.6156,48000 (Hz),alarm call,40 m,"The clip records a flush of House Sparrows brought about by a false alarm. This, of course, is a regular occurrence among all birds that face the risk of predation constantly. The false alarm was caused by the sudden appearance of a group of wild Rock Doves that flew over a feeding area used by House Sparrows, Starlings and, indeed, the Rock Doves themselves. Hence their arrival in itself caused the smaller birds to react. Not all the House Sparrows fled. Some dived into bushes. Soon all were back out in the open and feeding - as though nothing had happened. The recording opens with calls from a Robin at 0:02 and 0:04; then the Robin broadcasts a series of ticking notes at 0:07 until the end of the ninth second. At 0:15 a Blackbird alarms but, just before that, the first wave of House Sparrows erupt into flight at 0:12.  By 0:15 the remainder explode. By the sixteenth second, a total of 80 House Sparrows have left the ground. Those that did not fly away completely (but are still within the bush) start to 'dust themselves down' and are calling. House Sparrows use a 'meep' call when they are agitated. Often it is doubled into a fast repeat that reminds me of the 'meep meep' of the Roadrunner cartoon bird. Especially from 0:18, a chorus of meep notes can be heard.  Although they are not 'doubled up' on this clip, under other circumstances when just one individual becomes uneasy, it frequently cries wolf with a 'meep meep' that serves as a clarion red alert to all that hear it. In fact, not just House Sparrows react to the signal - but  other birds too.",276905 (bps),mp3,Not specified,,441749.0,https://www.xeno-canto.org/441749,Ireland,Anthony McGeehan ,Passer domesticus_House Sparrow,-10.2062,Not specified,10:00,Anthony McGeehan ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,1 (mono),2018-11-17,level,30.0,XC443452.mp3,level,House Sparrow,7-20,XC443452 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Santa Rita do Novo Destino, Goiás, Chácara Jayrson",-14.625,44100 (Hz),song,500 m,,192000 (bps),mp3,level,,443452.0,https://www.xeno-canto.org/443452,Brazil,JAYRSON ARAUJO DE OLIVEIRA,Passer domesticus_House Sparrow,-49.0051,>10(s),13:20,JAYRSON ARAUJO DE OLIVEIRA,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2004-06-25,Not specified,25.0,XC444029.mp3,Not specified,House Sparrow,Not specified,XC444029 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Gamvik, Gamvik, Finnmark",71.0639,48000 (Hz),"male, song",0 m,,128000 (bps),mp3,Not specified,,444029.0,https://www.xeno-canto.org/444029,Norway,Karl-Birger Strann,Passer domesticus_House Sparrow,28.2506,Not specified,06:00,Karl-Birger Strann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,1 (mono),2018-11-25,Not specified,67.0,XC444230.mp3,Not specified,House Sparrow,Not specified,XC444230 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Rajkot, Rajkot, Gujarat",22.2846,48000 (Hz),"call, female, male",140 m,,320000 (bps),mp3,Not specified,,444230.0,https://www.xeno-canto.org/444230,India,Hemanya Radadia,Passer domesticus_House Sparrow,70.7642,Not specified,10:30,Hemanya Radadia,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,1 (mono),2018-12-04,Not specified,27.0,XC444806.mp3,Not specified,House Sparrow,Not specified,XC444806 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Klerksdorp, Southern DC, North West",-26.8242,44100 (Hz),call,1300 m,Wind noise removed.,320000 (bps),mp3,Not specified,,444806.0,https://www.xeno-canto.org/444806,South Africa,Tony Archer,Passer domesticus_House Sparrow,26.6518,Not specified,05:30,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2018-12-01,Not specified,25.0,XC445435.mp3,Not specified,House Sparrow,Not specified,XC445435 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Al Jimi oasis, Al Ain, Eastern Region, ??? ???",24.2558,44100 (Hz),"Pretty sure it is a song, song",280 m,"Recorded with my ZOOM H5 Handy Recorder. High Pass Filter applied in Audacity

In Al Jimi oasis to look for the Pallid Scops Owl, but the owl is not there, but there is a nice sounding House Sparrow in the tree",184597 (bps),mp3,Not specified,,445435.0,https://www.xeno-canto.org/445435,United Arab Emirates,Aladdin,Passer domesticus_House Sparrow,55.7465,Not specified,09:00,Aladdin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2017-10-22,Not specified,329.0,XC445794.mp3,Not specified,House Sparrow,Not specified,XC445794 House Sparrow (Passer domesticus),[],no,Passer domesticus," Ten Boer, Ten Boer, Groningen",53.2728,44100 (Hz),"call, song",0 m,a constant present flock of House Sparrows (between 30-80 birds).. This day there were about 30-40 present,320000 (bps),mp3,Not specified,,445794.0,https://www.xeno-canto.org/445794,Netherlands,Joost van Bruggen,Passer domesticus_House Sparrow,6.6965,Not specified,10:00,Joost van Bruggen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2018-12-25,Not specified,69.0,XC447437.mp3,Not specified,House Sparrow,Not specified,XC447437 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Ablis, Yvelines, Île-de-France",48.5274,44100 (Hz),"call, odd trill",160 m,,320000 (bps),mp3,Not specified,,447437.0,https://www.xeno-canto.org/447437,France,Stanislas Wroza,Passer domesticus_House Sparrow,1.8918,Not specified,09:30,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2019-01-01,level,55.0,XC448288.mp3,level,House Sparrow,7-20,XC448288 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Mx, Distrito Federal, Lomas de Bezares, Calle Colina",19.392,44100 (Hz),"call, male",2400 m,"wildtronics mono amplified
tascam DR05",320000 (bps),mp3,level,,448288.0,https://www.xeno-canto.org/448288,Mexico,Manuel Grosselet,Passer domesticus_House Sparrow,-99.241,0-3(s),10:00,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2018-07-04,Not specified,46.0,XC448573.mp3,Not specified,House Sparrow,Not specified,XC448573 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Bernissart, Hainaut, Wallonie",50.4705,44100 (Hz),begging call,20 m,Micro EM172 + ZOOM H5N  near the nest.,174209 (bps),mp3,Not specified,,448573.0,https://www.xeno-canto.org/448573,Belgium,Alain Malengreau,Passer domesticus_House Sparrow,3.712,Not specified,10:00,Alain Malengreau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,1 (mono),2019-01-07,Not specified,23.0,XC449555.mp3,Not specified,House Sparrow,Not specified,XC449555 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Tychy, Tychy, ?l?skie",50.1194,44100 (Hz),call,260 m,Small flock of birds.,256000 (bps),mp3,Not specified,,449555.0,https://www.xeno-canto.org/449555,Poland,Ireneusz Oleksik,Passer domesticus_House Sparrow,19.0049,Not specified,14:30,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2019-02-24,both,36.0,XC459144.mp3,level,House Sparrow,4-6,XC459144 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Thurrock (near  London), Essex, England",51.4842,44100 (Hz),call,0 m,Social calls from a flock in riverside scrub.,128000 (bps),mp3,level,,459144.0,https://www.xeno-canto.org/459144,United Kingdom,Fraser Simpson,Passer domesticus_House Sparrow,0.2285,0-3(s),07:00,Fraser Simpson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2019-02-24,level,49.0,XC459146.mp3,both,House Sparrow,1-3,XC459146 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Rainham Marshes RPSB, Essex, England",51.4877,44100 (Hz),song,0 m,Song from adult male.,128000 (bps),mp3,level,,459146.0,https://www.xeno-canto.org/459146,United Kingdom,Fraser Simpson,Passer domesticus_House Sparrow,0.223,0-3(s),07:10,Fraser Simpson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2019-02-05,Not specified,77.0,XC459880.mp3,Not specified,House Sparrow,Not specified,XC459880 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Münster VS, Goms, Wallis",46.4861,44100 (Hz),call,1400 m,,128633 (bps),mp3,Not specified,,459880.0,https://www.xeno-canto.org/459880,Switzerland,Thomas Lüthi,Passer domesticus_House Sparrow,8.2676,Not specified,11:06,Thomas Lüthi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2019-03-23,level,59.0,XC462907.mp3,level,House Sparrow,>20,XC462907 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Ben Gurion Airport, Ramla, Center District",32.0057,44100 (Hz),call,40 m,"wildtronics mono amplyfied 
TAscam DR05
roost",206998 (bps),mp3,level,,462907.0,https://www.xeno-canto.org/462907,Israel,Manuel Grosselet,Passer domesticus_House Sparrow,34.885,0-3(s),05:00,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2019-03-27,level,37.0,XC464442.mp3,level,House Sparrow,>20,XC464442 House Sparrow (Passer domesticus),[],yes,Passer domesticus," HaArava Region (near  Eilat), Be'er Sheva, South District",29.5602,44100 (Hz),"call, male",10 m,"wildtronics mono amplified 
TAscam DR05",152768 (bps),mp3,level,,464442.0,https://www.xeno-canto.org/464442,Israel,Manuel Grosselet,Passer domesticus_House Sparrow,34.9724,0-3(s),11:30,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2019-04-02,Not specified,14.0,XC464580.mp3,Not specified,House Sparrow,Not specified,XC464580 House Sparrow (Passer domesticus),[],no,Passer domesticus," Châlons-en-Champagne, Marne, Grand Est",48.9551,44100 (Hz),call,90 m,,187462 (bps),mp3,Not specified,,464580.0,https://www.xeno-canto.org/464580,France,Thomas ARMAND,Passer domesticus_House Sparrow,4.3607,Not specified,01:00,Thomas ARMAND,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,1 (mono),2019-04-02,both,5.0,XC464715.mp3,both,House Sparrow,1-3,XC464715 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Leszno, Leszno, wielkopolskie",51.8638,44100 (Hz),"call, female, male",110 m,"Sunny morning, clear and windy.

Two birds (male and female) hopping and calling excitedly in the leaf-less canopy of small tree. Male spreading its tail into a fan, female watching and calling in response. Birds escaped after a short while probably flushed by my presence.

High pass filter 12db 1500 Hz.",320000 (bps),mp3,both,,464715.0,https://www.xeno-canto.org/464715,Poland,Micha? Jezierski,Passer domesticus_House Sparrow,16.5974,0-3(s),08:30,Micha? Jezierski,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2019-04-06,Not specified,91.0,XC465285.mp3,Not specified,House Sparrow,Not specified,XC465285 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Wrabness Nature reserve, Essex, England",51.942,44100 (Hz),call,0 m,Male house sparrow calling from a small tree,122325 (bps),mp3,Not specified,,465285.0,https://www.xeno-canto.org/465285,United Kingdom,David Bissett,Passer domesticus_House Sparrow,1.1473,Not specified,07:00,David Bissett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,2 (stereo),2019-04-04,Not specified,16.0,XC465536.mp3,Not specified,House Sparrow,Not specified,XC465536 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Messinia (near  Peroulia), Peloponnese, Peloponnisos Dytiki Ellada ke Ionio",36.8217,48000 (Hz),call,40 m,,267842 (bps),mp3,Not specified,,465536.0,https://www.xeno-canto.org/465536,Greece,Lars Edenius,Passer domesticus_House Sparrow,21.9273,Not specified,07:00,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,1 (mono),2019-04-23,Not specified,58.0,XC468308.mp3,Not specified,House Sparrow,Not specified,XC468308 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Graignes-Mesnil-Angot, Manche, Normandie",49.2384,44100 (Hz),"call, song",10 m,Tascam DR05 and Wildtronics parabole,107669 (bps),mp3,Not specified,,468308.0,https://www.xeno-canto.org/468308,France,Olivier SWIFT,Passer domesticus_House Sparrow,-1.2016,Not specified,14:00,Olivier SWIFT,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
Moineau domestique,Passer domesticus,Passeridae,nicheur certain,,5.0,no,houspa,1 (mono),2019-04-24,Not specified,23.0,XC468461.mp3,Not specified,House Sparrow,Not specified,XC468461 House Sparrow (Passer domesticus),[],yes,Passer domesticus," Montmartin-en-Graignes, Manche, Normandie",49.2753,44100 (Hz),"male, song",30 m,Tascam DR05 and Wildtronics parabole,111708 (bps),mp3,Not specified,,468461.0,https://www.xeno-canto.org/468461,France,Olivier SWIFT,Passer domesticus_House Sparrow,-1.1458,Not specified,18:00,Olivier SWIFT,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,,1703.0,3893.0
